,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
64,50964740,199081,MAFANGINAV,INAV MIRAE ASSET NYSE FANG+,0.0,,0.0,0.01,1,EQ,BSE,BSE
65,50964996,199082,ICICIPHINAV,INAV ICICI PRUDENTIAL HEALT,0.0,,0.0,0.01,1,EQ,BSE,BSE
66,50965252,199083,MAFSETFINAV,INAV MIRAE ASSET NIFTY FINA,0.0,,0.0,0.01,1,EQ,BSE,BSE
67,50965508,199084,ICICIFMINAV,INAV ICICI PRUDENTIAL FMCG,0.0,,0.0,0.01,1,EQ,BSE,BSE
68,50965764,199085,AXISTECINAV,INAV AXIS TECHNOLOGY ETF,0.0,,0.0,0.01,1,EQ,BSE,BSE
69,50966020,199086,AXISHETINAV,INAV AXIS HEALTHCARE ETF,0.0,,0.0,0.01,1,EQ,BSE,BSE
70,50966276,199087,AXISCETINAV,INAV AXIS CONSUMPTION ETF,0.0,,0.0,0.01,1,EQ,BSE,BSE
71,50966532,199088,MASPTOPINAV,INAV MIRAE ASSET S&P 500 TO,0.0,,0.0,0.01,1,EQ,BSE,BSE
72,50966788,199089,ICICICOINAV,INAV ICICI PRUDENTIAL CONSU,0.0,,0.0,0.01,1,EQ,BSE,BSE
73,50967044,199090,DSPNEWEINAV,INAV DSP NIFTY 50 EQUAL WEI,0.0,,0.0,0.01,1,EQ,BSE,BSE
74,50967300,199091,MAHKTECINAV,INAV MIRAE ASSET HANG SENG,0.0,,0.0,0.01,1,EQ,BSE,BSE
75,50967556,199092,BBETF04INAV,,0.0,,0.0,0.01,1,EQ,BSE,BSE
76,50967812,199093,MONQ50INAV,INAV MOTILAL OSWAL NASDAQ Q,0.0,,0.0,0.01,1,EQ,BSE,BSE
77,50968068,199094,DSPQ50EINAV,INAV DSP NIFTY MIDCAP 150 Q,0.0,,0.0,0.01,1,EQ,BSE,BSE
78,50968324,199095,DSPN50INAV,INAV DSP NIFTY 50 ETF,0.0,,0.0,0.01,1,EQ,BSE,BSE
79,50968580,199096,ICICIAUINAV,INAVICICI PRUDENTIALNIFTY,0.0,,0.0,0.01,1,EQ,BSE,BSE
80,50968836,199097,MAMFGETINAV,INAV MIRAE ASSET NIFTY INDI,0.0,,0.0,0.01,1,EQ,BSE,BSE
81,50969092,199098,MOMOMENINAV,INAV MOTILAL OSWAL NIFTY 20,0.0,,0.0,0.01,1,EQ,BSE,BSE
82,50969348,199099,TECHINAV,INAV ADITYA BIRLA SUNLIFE N,0.0,,0.0,0.01,1,EQ,BSE,BSE
83,50969604,199100,HEALTHYINAV,INAV ADITYA BIRLA SUNLIFE,0.0,,0.0,0.01,1,EQ,BSE,BSE
84,50969860,199101,BSLNIFTINAV,INAV ADITYABIRLA SUN LIFE,0.0,,0.0,0.01,1,EQ,BSE,BSE
85,50970116,199102,ICICI5GINAV,,0.0,,0.0,0.01,1,EQ,BSE,BSE
86,50970372,199103,MAM150EINAV,INAV MIRAE ASSET NIFTY MIDC,0.0,,0.0,0.01,1,EQ,BSE,BSE
87,50970628,199104,MOLOWVOINAV,INAV MOTILAL OSWAL S&P BSE,0.0,,0.0,0.01,1,EQ,BSE,BSE
88,50970884,199105,ICICSENNAV,INAV ICICI PRUDENTIAL SENSE,0.0,,0.0,0.01,1,EQ,BSE,BSE
89,50971140,199106,LIQUIDBINAV,,0.0,,0.0,0.01,1,EQ,BSE,BSE
90,50971396,199107,NIFTYBEINAV,INAV NIPPONINDIA ETF NIFTY,0.0,,0.0,0.01,1,EQ,BSE,BSE
91,50971652,199108,JUNIORBINAV,INAV NIPPON INDIA ETF JUNIO,0.0,,0.0,0.01,1,EQ,BSE,BSE
92,50971908,199109,BANKBEEINAV,INAV NIPPON INDIA ETF BANK,0.0,,0.0,0.01,1,EQ,BSE,BSE
93,50972164,199110,KOTAKPSINAV,INAV KOTAK PSU BK ETF,0.0,,0.0,0.01,1,EQ,BSE,BSE
94,50972420,199111,PSUBNKBINAV,INAV NIPPON INDIA ETF PSU B,0.0,,0.0,0.01,1,EQ,BSE,BSE
95,50972676,199112,SHARIABINAV,INAV NIPPON INDIA ETF SHARI,0.0,,0.0,0.01,1,EQ,BSE,BSE
96,50972932,199113,QNIFTYINAV,INAV QUANTUM INDX ETF,0.0,,0.0,0.01,1,EQ,BSE,BSE
97,50973188,199114,MOM50INAV,INAV MOTILAL OSWAL M50 ETF,0.0,,0.0,0.01,1,EQ,BSE,BSE
98,50973444,199115,KOTAKBKINAV,INAV KOTAK BANKING ETF - DI,0.0,,0.0,0.01,1,EQ,BSE,BSE
99,50973700,199116,SETFNIFINAV,INAV SBI-ETF NIFTY BANK,0.0,,0.0,0.01,1,EQ,BSE,BSE
100,50973956,199117,SETFN50INAV,INAV SBI-ETF NIFTY 50,0.0,,0.0,0.01,1,EQ,BSE,BSE
101,50974212,199118,MOHEALTINAV,INAVMOTILALOSWS&PBSEHEALTHCETF,0.0,,0.0,0.01,1,EQ,BSE,BSE
102,50974468,199119,ICMOM30INAV,INAVICICIPRUNI200MOMETF,0.0,,0.0,0.01,1,EQ,BSE,BSE
103,50974724,199120,HDFF100INAV,INAVHDFC NIFTY 100 ETF,0.0,,0.0,0.01,1,EQ,BSE,BSE
104,50974980,199121,HDFNX50INAV,INAV HDFC NIFTY NEXT 50 ETF,0.0,,0.0,0.01,1,EQ,BSE,BSE
105,50975236,199122,ICICINFNAV,INAV ICICI PRU NIFTY INFRA ETF,0.0,,0.0,0.01,1,EQ,BSE,BSE
106,50975492,199123,DSPSILINAV,INAVDSPSILVERETF,0.0,,0.0,0.01,1,EQ,BSE,BSE
107,50975748,199124,NIFQTYINAV,INAV ABSL NIFTY 200 QTY 30 ETF,0.0,,0.0,0.01,1,EQ,BSE,BSE
108,50976004,199125,MOM30INAV,INAV ABSL NIFTY 200 MOM 30 ETF,0.0,,0.0,0.01,1,EQ,BSE,BSE
109,50976260,199126,MOQUALTINAV,INAV MO S&P BSE QUALITY ETF,0.0,,0.0,0.01,1,EQ,BSE,BSE
110,50976516,199127,MOVALUEINAV,INAV MO S&P BSE EN VALUE ETF,0.0,,0.0,0.01,1,EQ,BSE,BSE
111,50976772,199128,HDFCSIINAV,INAVHDFCSILVERETF,0.0,,0.0,0.01,1,EQ,BSE,BSE
112,50977028,199129,HDFQUALINAV,INAVHDFCQUALETF,0.0,,0.0,0.01,1,EQ,BSE,BSE
113,50977284,199130,HDFGROWINAV,INAVHDFCGROWETF,0.0,,0.0,0.01,1,EQ,BSE,BSE
114,50977540,199131,HDFVALUINAV,INAV HDFCVALUEETF,0.0,,0.0,0.01,1,EQ,BSE,BSE
115,50977796,199132,HDFMOMEINAV,INAVHDFCMOMENT,0.0,,0.0,0.01,1,EQ,BSE,BSE
116,50978052,199133,HDFCLOLINAV,INAVHDFCLOWVOL,0.0,,0.0,0.01,1,EQ,BSE,BSE
117,50978308,199134,HDFCBANINAV,INAVHDFCPVTBAN,0.0,,0.0,0.01,1,EQ,BSE,BSE
118,50978564,199135,HDFCNITINAV,INAVHDFCNIFIT,0.0,,0.0,0.01,1,EQ,BSE,BSE
119,50978820,199136,ICICINAV,INAVICICI PRUDENTIAL MUTUAL,0.0,,0.0,0.01,1,EQ,BSE,BSE
120,50979076,199137,EBBEINAV,,0.0,,0.0,0.01,1,EQ,BSE,BSE
121,50979332,199138,ICIC01INAV,,0.0,,0.0,0.01,1,EQ,BSE,BSE
122,50979588,199139,ICIC02INAV,INAVICICI PRUDENTIAL MUTUAL 02,0.0,,0.0,0.01,1,EQ,BSE,BSE
123,50979844,199140,DSPBINAV,INAVDSP MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
124,50980100,199141,HDFCINAV,INAVHDFC MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
125,50980356,199142,HDFC01INAV,INAVHDFC MUTUAL FUND01,0.0,,0.0,0.01,1,EQ,BSE,BSE
126,50980612,199143,HDFC02INAV,INAVHDFC MUTUAL FUND02,0.0,,0.0,0.01,1,EQ,BSE,BSE
127,50980868,199144,MAGOINAV,INAVMIRAE ASSET MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
128,50981124,199145,PSUBINAV,INAVICICI PRUDENTIAL MUTUAL,0.0,,0.0,0.01,1,EQ,BSE,BSE
129,50981380,199146,ABSLINAV,,0.0,,0.0,0.01,1,EQ,BSE,BSE
130,50981636,199147,AXISINAV,INAVAXIS MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
131,50981892,199148,MANVINAV,INAVMIRAE ASSET MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
132,50982148,199149,MAGSINAV,,0.0,,0.0,0.01,1,EQ,BSE,BSE
133,50982404,199150,SILVINAV,INAVUTI MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
134,50982660,199151,DSPGINAV,INAVDSP MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
135,50982916,199152,MASIINAV,INAVMIRAE ASSET MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
136,50983172,199153,DSPIINAV,INAVDSP MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
137,50983428,199154,BANKINAV,INAVMIRAE ASSET MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
138,50983684,199155,LIQUINAV,,0.0,,0.0,0.01,1,EQ,BSE,BSE
139,50983940,199156,DSPPINAV,INAVDSP MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
140,50984196,199157,DSPSINAV,INAVDSP MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
141,50984452,199158,DSPP01INAV,INAVDSP MUTUAL FUND01,0.0,,0.0,0.01,1,EQ,BSE,BSE
142,50984708,199159,ICIC03INAV,INAVICICI PRUDENTIAL MUTUAL 03,0.0,,0.0,0.01,1,EQ,BSE,BSE
143,50984964,199160,HDFC03INAV,,0.0,,0.0,0.01,1,EQ,BSE,BSE
144,50985220,199161,NIFMINAV,INAVUTI MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
145,50985476,199162,NAVIINAV,INAVNAVI MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
146,50985732,199163,SENSINAV,INAVMIRAE ASSET MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
147,50985988,199164,ALPHINAV,INAVMIRAE ASSET MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
148,50986244,199165,ITETINAV,INAVMIRAE ASSET MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
149,50986500,199166,LIQU01INAV,,0.0,,0.0,0.01,1,EQ,BSE,BSE
150,50986756,199167,BBNPINAV,INAVBARODA BNP PARIBAS MUTUA,0.0,,0.0,0.01,1,EQ,BSE,BSE
151,50987012,199168,LIQU02INAV,,0.0,,0.0,0.01,1,EQ,BSE,BSE
152,50987268,199169,BANK01INAV,INAVBAJAJ FINSERV MUTUAL FUN01,0.0,,0.0,0.01,1,EQ,BSE,BSE
153,50987524,199170,NIFTINAV,INAVBAJAJ FINSERV MUTUAL FUN,0.0,,0.0,0.01,1,EQ,BSE,BSE
154,50987780,199171,NIFIINAV,INAVUTI MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
155,50988036,199172,NIF1INAV,,0.0,,0.0,0.01,1,EQ,BSE,BSE
156,50988292,199173,NIF5INAV,,0.0,,0.0,0.01,1,EQ,BSE,BSE
157,50988548,199174,HEALINAV,INAVDSP MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
158,50988804,199175,HDFC04INAV,INAVHDFC MUTUAL FUND04,0.0,,0.0,0.01,1,EQ,BSE,BSE
159,50989060,199176,LICNINAV,INAVLIC MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
160,50989316,199177,SMALINAV,INAVMIRAE ASSET MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
161,50989572,199178,GOLDINAV,INAVZERODHA MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
162,50989828,199179,LIQU03INAV,,0.0,,0.0,0.01,1,EQ,BSE,BSE
163,50990084,199180,MIDSINAV,INAVMIRAE ASSET MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
164,50990340,199181,LIQU04INAV,,0.0,,0.0,0.01,1,EQ,BSE,BSE
165,50990596,199182,TOP1INAV,INAVZERODHA MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
166,50990852,199183,MID1INAV,INAVZERODHA MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
167,50991108,199184,BBNP01INAV,INAVBARODA BNP PARIBAS MUTUA01,0.0,,0.0,0.01,1,EQ,BSE,BSE
168,50991364,199185,SBISINAV,INAVSBI MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
169,50991620,199186,LIQU05INAV,,0.0,,0.0,0.01,1,EQ,BSE,BSE
170,50991876,199187,ABGSINAV,,0.0,,0.0,0.01,1,EQ,BSE,BSE
171,50992132,199188,EVININAV,INAVMIRAE ASSET MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
172,50992388,199189,SBININAV,INAVSBI MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
173,50992644,199190,OILIINAV,INAVICICI PRUDENTIAL MUTUAL,0.0,,0.0,0.01,1,EQ,BSE,BSE
174,50992900,199191,ABSL01INAV,INAVADITYA BIRLA SUN LIFE MU01,0.0,,0.0,0.01,1,EQ,BSE,BSE
175,50993156,199192,GSECINAV,,0.0,,0.0,0.01,1,EQ,BSE,BSE
176,50993412,199193,METAINAV,INAVICICI PRUDENTIAL MUTUAL,0.0,,0.0,0.01,1,EQ,BSE,BSE
177,50993668,199194,MULTINAV,INAVMIRAE ASSET MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
178,50993924,199195,TOP101INAV,INAVDSP MUTUAL FUND01,0.0,,0.0,0.01,1,EQ,BSE,BSE
179,50994180,199196,BANK02INAV,INAVMIRAE ASSET MUTUAL FUND02,0.0,,0.0,0.01,1,EQ,BSE,BSE
180,50994436,199197,META01INAV,INAVMIRAE ASSET MUTUAL FUND01,0.0,,0.0,0.01,1,EQ,BSE,BSE
181,50994692,199198,VAL3INAV,INAVICICI PRUDENTIAL MUTUAL,0.0,,0.0,0.01,1,EQ,BSE,BSE
182,50994948,199199,LIQU06INAV,,0.0,,0.0,0.01,1,EQ,BSE,BSE
183,50995204,199200,CONSINAV,INAVMIRAE ASSET MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
184,50995460,199201,ECAPINAV,INAVEDELWEISS MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
185,50995716,199202,NEXTINAV,INAVDSP MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
186,50995972,199203,UNIOINAV,INAVUNION MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
187,50996228,199204,GOLD01INAV,INAV360 ONE MUTUAL FUND01,0.0,,0.0,0.01,1,EQ,BSE,BSE
188,50996484,199205,SELEINAV,INAVMIRAE ASSET MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
189,50996740,199206,EQUAINAV,INAVMIRAE ASSET MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
190,50996996,199207,CASHINAV,,0.0,,0.0,0.01,1,EQ,BSE,BSE
191,50997252,199208,AXIS01INAV,INAVAXIS MUTUAL FUND01,0.0,,0.0,0.01,1,EQ,BSE,BSE
192,50997508,199209,SILV01INAV,INAVZERODHA MUTUAL FUND01,0.0,,0.0,0.01,1,EQ,BSE,BSE
193,50997764,199210,SBIBINAV,INAVSBI MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
194,50998020,199211,SILV02INAV,INAV360 ONE MUTUAL FUND02,0.0,,0.0,0.01,1,EQ,BSE,BSE
195,50998276,199212,EVIEINAV,INAVICICI PRUDENTIAL MUTUAL,0.0,,0.0,0.01,1,EQ,BSE,BSE
196,50998532,199213,EQUA01INAV,INAVMIRAE ASSET MUTUAL FUND01,0.0,,0.0,0.01,1,EQ,BSE,BSE
197,50998788,199214,SNXTINAV,INAVNIPPON INDIA MUTUAL FUND,0.0,,0.0,0.01,1,EQ,BSE,BSE
198,128000516,500002,ABB,ABB INDIA,0.0,,0.0,0.05,1,EQ,BSE,BSE
199,128000772,500003,AEGISLOG,AEGIS LOGISTICS,0.0,,0.0,0.05,1,EQ,BSE,BSE
200,128002052,500008,ARE&M,AMARA RAJA ENERGY & MOBILITY L,0.0,,0.0,0.05,1,EQ,BSE,BSE
201,128002308,500009,AMBALALSA,AMBALAL SARABHAI ENTERPRISES L,0.0,,0.0,0.01,1,EQ,BSE,BSE
202,128003076,500012,ANDHRAPET,ANDHRA PETROCHEMICALS,0.0,,0.0,0.01,1,EQ,BSE,BSE
203,128003332,500013,ANSALAPI,ANSAL PROPERTIES & INFRASTRUCT,0.0,,0.0,0.01,1,EQ,BSE,BSE
204,128003588,500014,UTIQUE,UTIQUE ENTERPRISES,0.0,,0.0,0.01,1,EQ,BSE,BSE
205,128004100,500016,ARUNAHTEL,ARUNA HOTELS,0.0,,0.0,0.01,1,EQ,BSE,BSE
206,128005124,500020,BOMDYEING,BOMBAY DYEING & MFG.CO.LTD.,0.0,,0.0,0.05,1,EQ,BSE,BSE
207,128005892,500023,ASIANHOTNR,ASIAN HOTELS (NORTH),0.0,,0.0,0.05,1,EQ,BSE,BSE
208,128006916,500027,ATUL,ATUL,0.0,,0.0,0.05,1,EQ,BSE,BSE
209,128007172,500028,ATVPR,ATV PROJECTS INDIA,0.0,,0.0,0.01,1,EQ,BSE,BSE
210,128007940,500031,BAJAJELEC,BAJAJ ELECTRICALS,0.0,,0.0,0.05,1,EQ,BSE,BSE
211,128008196,500032,BAJAJHIND,BAJAJ HINDUSTHAN SUGAR,0.0,,0.0,0.01,1,EQ,BSE,BSE
212,128008452,500033,FORCEMOT,FORCE MOTORS,0.0,,0.0,0.05,1,EQ,BSE,BSE
213,128008708,500034,BAJFINANCE,BAJAJ FINANCE,0.0,,0.0,0.05,1,EQ,BSE,BSE
214,128009732,500038,BALRAMCHIN,BALRAMPUR CHINI MILLS,0.0,,0.0,0.05,1,EQ,BSE,BSE
215,128009988,500039,BANCOINDIA,BANCO PRODUCTS (INDIA),0.0,,0.0,0.05,1,EQ,BSE,BSE
216,128010244,500040,ABREL,ADITYA BIRLA REAL ESTATE LIMIT,0.0,,0.0,0.05,1,EQ,BSE,BSE
217,128010500,500041,BANARISUG,BANNARI AMMAN SUGARS,0.0,,0.0,0.05,1,EQ,BSE,BSE
218,128010756,500042,BASF,BASF INDIA,0.0,,0.0,0.05,1,EQ,BSE,BSE
219,128011012,500043,BATAINDIA,BATA INDIA,0.0,,0.0,0.05,1,EQ,BSE,BSE
220,128012292,500048,BEML,BEML,0.0,,0.0,0.05,1,EQ,BSE,BSE
221,128012548,500049,BEL,BHARAT ELECTRONICS,0.0,,0.0,0.05,1,EQ,BSE,BSE
222,128013316,500052,BEPL,BHANSALI ENGINEERING POLYMERS,0.0,,0.0,0.05,1,EQ,BSE,BSE
223,128014852,500058,BIHSPONG,BIHAR SPONGE IRON,0.0,,0.0,0.01,1,EQ,BSE,BSE
224,128015108,500059,BINANIIND,BINANI INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
